POS	ID	PosScore	NegScore	SynsetTerms	Gloss
a	00842324	0	0.5	strong-arm#1 physical#6 forcible#1	impelled by physical force especially against resistance; "forcible entry"; "a real cop would get physical"; "strong-arm tactics"
a	00842550	0	0	impellent#1	forcing forward or onward; impelling; "an impellent power"; "an impellent cause"
a	00842704	0	0.375	impetuous#2	marked by violent force; "impetuous heaving waves"
a	00842810	0	0.125	sharp#12	quick and forceful; "a sharp blow"
a	00842914	0	0.5	unforceful#1 forceless#1	lacking force; feeble; "a forceless argument"
a	00843046	0	0.625	wimpy#1 wimpish#1	weak and ineffectual
a	00843146	0.375	0	elastic#1	capable of resuming original shape after stretching or compression; springy; "an elastic band"; "a youthful and elastic walk"
a	00843595	0	0	springy#1 resilient#2 lively#4 live#6 bouncy#1	elastic; rebounds readily; "clean bouncy hair"; "a lively tennis ball"; "as resilient as seasoned hickory"; "springy turf"
a	00843988	0.125	0.375	chewy#2	(of a consistency) requiring chewing; "chewy caramels"
a	00844112	0	0	elasticized#1 elasticised#1	made with strands or inserts of elastic; "slacks with an elasticized waistband"
a	00844263	0.5	0	expansile#1 expansible#2 expandible#2 expandable#2	(of gases) capable of expansion
a	00844461	0	0	plastic#1 moldable#1 fictile#3	capable of being molded or modeled (especially of earth or clay or other soft material); "plastic substances such as wax or clay"
a	00844719	0	0	whippy#1 flexible#4	bending and snapping back readily without breaking
a	00844869	0.125	0.125	rubbery#1 rubberlike#1	having an elastic texture resembling rubber in flexibility or toughness
a	00845025	0	0	springlike#1	resembling a spring or the action of a spring
a	00845127	0.25	0	stretch#2	easily stretched; "stretch hosiery"
a	00845216	0.375	0	stretchy#1 stretchable#1	capable of being easily stretched and resuming former size or shape
a	00845406	0	0	viscoelastic#1	having viscous as well as elastic properties
a	00845528	0	0.125	inelastic#1	not elastic; "economists speak of an inelastic price structure"
a	00845737	0.125	0.375	dead#12	lacking resilience or bounce; "a dead tennis ball"
a	00845856	0	0.25	nonresilient#1	not resilient
a	00845928	0.125	0.375	springless#1	lacking in elasticity or vitality; "went off with springless steps"
a	00846052	0	0	elective#1 elected#1	subject to popular election; "elective official"
a	00846219	0	0	electoral#2	relating to or composed of electors; "electoral college"
a	00846349	0	0.125	nonappointive#1	filled by popular election rather than by appointment
a	00846462	0	0	appointive#2 appointed#1	subject to appointment
a	00846625	0	0	nominative#3 nominated#1	appointed by nomination
a	00846789	0	0.5	nonelective#1 nonelected#1 non-elective#1	filled by appointment rather than by election; "a nonelective office"
a	00846944	0	0	assigned#1	appointed to a post or duty; "assigned personnel"; "assigned duties"
a	00847103	0	0	allotted#1	given as a task; "her allotted chores"
a	00847196	0	0	appointed#2	selected for a job; "the one appointed for guard duty"
a	00847306	0	0.25	unassigned#1	not assigned; "unassigned personnel"
a	00847399	0	0	optional#1	possible but not necessary; left to personal choice
a	00847577	0	0.125	elective#2	not compulsory; "elective surgery"; "an elective course of study"
a	00847715	0	0.625	ex_gratia#1	as a favor; not compelled by legal right; "ex gratia payments made to nonstriking workers"
a	00847861	0	0.125	facultative#4	not compulsory; "facultative courses in the sciences"
a	00847972	0.125	0.625	nonobligatory#1 nonmandatory#1	not required by rule or law
a	00848074	0.5	0	obligatory#1	morally or legally constraining or binding; "attendance is obligatory"; "an obligatory contribution"
a	00848375	0.875	0	bounden#1	morally obligatory; "my bounden duty"
a	00848466	0.25	0	required#2 mandatory#1 compulsory#1	required by rule; "in most schools physical education is compulsory"; "attendance is mandatory"; "required reading"
a	00848679	0.5	0	de_rigueur#1	required by etiquette or usage or fashion; "instruction as to when and where a silk hat is de rigueur"
a	00848838	0.125	0	imposed#1	set forth authoritatively as obligatory; "the imposed taxation"; "rules imposed by society"
a	00848983	0.875	0	incumbent_on#1	morally binding or necessary; "it is incumbent on me to attend"
a	00849108	0	0.125	indispensable#3	unavoidable; "the routine but indispensable ceremonies of state"
a	00849232	0	0	prerequisite#1	required as a prior condition or course of study
a	00849357	0.5	0	elegant#1	refined and tasteful in appearance or behavior or style; "elegant handwriting"; "an elegant dark suit"; "she was elegant to her fingertips"; "small churches with elegant white spires"; "an elegant mathematical solution--simple and precise and lucid"
a	00849912	0.375	0	foppish#1 dandyish#1 dandified#1	affecting extreme elegance in dress and manner
a	00850053	0.625	0	luxe#1 deluxe#2 de_luxe#1	elegant and sumptuous; "a deluxe car"; "luxe accommodations"
a	00850183	0.625	0.125	fine#4	characterized by elegance or refinement or accomplishment; "fine wine"; "looking fine in her Easter suit"; "a fine gentleman"; "fine china and crystal"; "a fine violinist"; "the fine hand of a master"
a	00850434	0.375	0	high-toned#1 high-class#1	pretentiously elegant; "a high-toned restaurant"
a	00850552	0.5	0	recherche#1 exquisite#2	lavishly elegant and refined
a	00850648	0.5	0.125	tasteful#2 refined#5 neat#3	free from what is tawdry or unbecoming; "a neat style"; "a neat set of rules"; "she hated to have her neat plans upset"
a	00850875	0.5	0	ritzy#1	luxuriously elegant
a	00850983	0.75	0	soignee#1 soigne#1	polished and well-groomed; showing sophisticated elegance
a	00851103	0.625	0.125	inelegant#1	lacking in refinement or grace or good taste
a	00851329	0	0.25	unpolished#2 graceless#3 gauche#1	lacking social polish; "too gauche to leave the room when the conversation became intimate"; "their excellent manners always made me feel gauche"
a	00851588	0.375	0.625	homely#4	without artificial refinement or elegance; "plain homely furniture"; "homely manners"
a	00851744	0.5	0	eligible#1	qualified for or allowed or worthy of being chosen; "eligible to run for office"; "eligible for retirement benefits"; "an eligible bachelor"
a	00852101	0.375	0	bailable#2	eligible for bail; "a bailable defendant"
a	00852197	0.5	0	worthy#2 suitable#2 desirable#2	worthy of being chosen especially as a spouse; "the parents found the girl suitable for their son"
a	00852425	0	0	entitled#1	qualified for by right according to law; "we are all entitled to equal protection under the law"
a	00852576	0	0	in_line#2	awaiting something; especially something due; "people were in line at the checkout counter"; "she was in line for promotion"
a	00852754	0	0	legal#5	allowed by official rules; "a legal pass receiver"
a	00852875	0	0	pensionable#1	entitled to receive a pension; "a pensionable employee"
a	00852988	0.125	0.25	ineligible#1	not eligible; "ineligible to vote"; "ineligible for retirement benefits"
a	00853225	0	0	disqualified#1	disqualified by law or rule or provision
a	00853324	0	0.375	disqualified#2	barred from competition for violation of rules; "a disqualified player"
a	00853473	0	0.625	unsuitable#4 undesirable#2	not worthy of being chosen (especially as a spouse)
a	00853631	0	0.125	unqualified#4 unentitled#1	having no right or entitlement; "a distinction to which he was unentitled"
a	00853776	0.625	0	emotional#2	of more than usual emotion; "his behavior was highly emotional"
a	00854255	0.5	0.25	emotive#1 affective#1 affectional#1	characterized by emotion
a	00854413	0.125	0	soupy#2 soppy#2 slushy#2 sentimental#2 schmalzy#1 schmaltzy#1 mushy#2 mawkish#1 maudlin#1 kitschy#1 hokey#1 drippy#3 bathetic#1	effusively or insincerely emotional; "a bathetic novel"; "maudlin expressions of sympathy"; "mushy effusiveness"; "a schmaltzy song"; "sentimental soap operas"; "slushy poetry"
a	00854869	0	0.125	releasing#1 cathartic#2	emotionally purging (of e.g. art)
a	00854989	0.5	0.25	supercharged#2 charged#2	fraught with great emotion; "an atmosphere charged with excitement"; "an emotionally charged speech"
a	00855158	0.125	0.125	low-down#2 funky#2	(of jazz) having the soulful feeling of early blues
a	00855309	0.25	0.375	het_up#2	worked up emotionally by anger or excitement; "was terribly het up over the killing of the eagle"; "got really het up over the new taxes"; "he was suddenly het up about racing cars"
a	00855565	0.125	0.25	hot-blooded#1	prone to emotion; "hot-blooded Latin-Americans"
a	00855670	0	0	little#8	small in a way that arouses feelings (of tenderness or its opposite depending on the context); "a nice little job"; "bless your little heart"; "my dear little mother"; "a sweet little deal"; "I'm tired of your petty little schemes"; "filthy little tricks"; "what a nasty little situation"
a	00856011	0.125	0.375	lyrical#2 lyric#1	expressing deep emotion; "the dancer's lyrical performance"
a	00856132	0.5	0	mind-blowing#2	intensely affecting the mind or emotions; "spending a week in the jungle was a mind-blowing experience"; "a mind-blowing horror story"
a	00856325	0	0.25	temperamental#2 moody#2	subject to sharply varying moods; "a temperamental opera singer"
a	00856511	0	0.625	sloppy#5 overemotional#1	excessively or abnormally emotional
a	00856651	0.125	0.5	soulful#1	full of or expressing deep emotion; "soulful eyes"; "soulful music"
a	00856790	0	0	warm-toned#1	used of music
a	00856860	0.556	0.444	unemotional#1	unsusceptible to or destitute of or showing no emotion
a	00857206	0.375	0.5	chilly#1	not characterized by emotion; "a female form in marble--a chilly but ideal medium for depicting abstract virtues"-C.W.Cunningham
a	00857387	0.125	0.5	dry#15	lacking warmth or emotional involvement; "a dry greeting"; "a dry reading of the lines"; "a dry critique"
a	00857560	0.25	0.625	stolid#1 impassive#1	having or revealing little emotion or sensibility; not easily aroused or excited; "her impassive remoteness"; "he remained impassive, showing neither interest in nor concern for our plight"- Nordhoff & Hall; "a silent stolid creature who took it all as a matter of course"-Virginia Woolf; "her face showed nothing but stolid indifference"
a	00858053	0	0.5	philosophical#2 philosophic#2	characterized by the attitude of a philosopher; meeting trouble with level-headed detachment; "philosophical resignation"; "a philosophic attitude toward life"
a	00858340	0.625	0	phlegmatical#1 phlegmatic#1	showing little emotion; "a phlegmatic...and certainly undemonstrative man"
a	00858558	0	0.75	stoical#1 stoic#1	seeming unaffected by pleasure or pain; impassive; "stoic courage"; "stoic patience"; "a stoical sufferer"
a	00858780	0.625	0.125	unblinking#1	showing no visible emotion; "stood unblinking and accepted a sentence of a year"
a	00858917	0	0	empirical#1 empiric#2	derived from experiment and observation rather than theory; "an empirical basis for an ethical theory"; "empirical laws"; "empirical data"; "an empirical treatment of a disease about which little is known"
a	00859350	0.125	0.125	a_posteriori#2	requiring evidence for validation or support
a	00859453	0.75	0	verifiable#2 falsifiable#1 confirmable#1	capable of being tested (verified or falsified) by experiment or observation
a	00859632	0	0	experiential#2 existential#1	derived from experience or the experience of existence; "the rich experiential content of the teachings of the older philosophers"- Benjamin Farrington; "formal logicians are not concerned with existential matters"- John Dewey
a	00859949	0	0	observational#1 experimental#2 data-based#1	relying on observation or experiment; "experimental results that supported the hypothesis"
a	00860127	0.5	0	experimental#3	of the nature of or undergoing an experiment; "an experimental drug"
a	00860254	0	0	semiempirical#1	relying to some extent on observation or experiment
